"txt","val"
"5, Col. 1 English c. 1993 New York Times Company Government and rebel representatives abandon latest round of talks aimed at ending Guatemala's 32-year civil war; talks are third consecutive round to end in stalemate, but these ended with each side accusing other of setting stage for fiercer fighting in war that is thought to have claimed at least 100,000 lives; Roman Catholic Bishop Rodolfo Quezada Toruno, mediator in talks, says both sides must become more flexible to reach preliminary accords on cease-fire and on safeguarding human rights (M",0
"The implication of this development, therefore, should be brought to the youths and leaders of both ethnic groups so that they can begin a cease-fire immediately.",0
"You probably know that the Secretary-General's special envoy will be going to Tripoli and Benghazi, once again to urge Gadhafi to implement a real cease-fire that is not going to be immediately breeched by his own forces, to withdraw from those areas that he has taken by force, and to look for a political resolution, which could include his leaving the country.",0
"Food and medical stocks and other essential commodities are running low in the city, with relief workers pleading for a ceasefire so that they can care for and treat the wounded.",0
"Council member say they hope to get some concrete action on pledges for a ceasefire and other moves toward peace made and broken regularly over the last year.",0
"Gang leaders say they are committed to maintaining the truce.",0
"He also issued a countrywide order to members of his group to uphold the truce.",0
"Rival Congolese militias put down their arms on Wednesday for a 72-hour ceasefire""",1
"He noted that a ceasefire was holding in most part of the country especially in the North, where the main rebel group, the Patriotic Movement of Cote d'Ivoire, was in control.",0
"He said there was need for increased consultations on power sharing and that the secretariat was looking for specialists in cease-fire to act as resource persons.",0
"In the meantime, the Secretary-General recommends the extension of the Mission's mandate for a further period of three months, which would allow the Mission to complete its consolidation phase and respond to the requirements of the Abuja ceasefire agreement.",0
"Gurirab said the rebels would honour the ceasefire if it met certain minimum requirements, which he did not specify.",0
"He said Zuma, who is supervising the cease-fire negotiations between the Burundian government, led by Tutsi President Pierre Buyoya, and the Hutu rebel groups of CNDD-FDD and FNL, may soon submit a report on developments made so far in the talks.",0
"Critics say the truce served mainly to give the gangs breathing space to increase their resources and their power.",0
"Ceasefire talks -- to end a more than a month-long conflict in which thousands have been killed -- are deadlocked amid squabbling leaders and rebel demands for the release of political prisoners.",0
"A 1999 peace accord signed in Lusaka set a timetable for a ceasefire, the deployment of U.N. peacekeepers and a transition to democracy, but it has not been implemented.",0
"Many observers say a deal will be tough to reach until a ceasefire is in place.",0
"""We have already heard noises from rebels that they will not honour the cease-fire.",0
"27 Nov: The armed forces accuse the rebels of violating the ceasefire around Vavoua, north of Daloa.",0
"The president of Guinea-Bissau and the rebel leader seeking to oust him signed a cease-fire Wednesday to halt the small West African nation's renewed civil war, news reports said"".",1
"Eighteen African leaders attended the peace summit in northern Zaire which agreed on a ceasefire that came into effect on June 24.",1
"Cooling-off period delayed as Mideast strikes persist JERUSALEM - After repeated attacks by Palestinians, Israel must review its policy of restraint, Israeli Cabinet ministers said Tuesday, reflecting Israeli exasperation with a shaky six-day-old cease-fire.",0
"""The delegation will be working towards a permanent ceasefire as a prelude to negotiations for a settlement of the conflict,"" the statement added.",0
"To achieve this goal, FRIENDS OF LIBRIA advocates the following: * A strong, proactive leadership role of the United States in the international community to help guide the cease-fire and the transition to a democratic government.",0
"Kabila himself has linked the signing of any truce with the immediate withdrawal of uninvited foreign troops.",0
"He blamed the rebels of breaching a ceasefire signed last month.",1
"Oxfam urges political and civil society leaders in the region to ensure the ceasefire lasts so that the process of recovery can begin.""",0
"Rebel and government forces continue to exchange gunfire in spite of several promised ceasefires.",0
"The situation continues to change by the hour, but Nkunda's declaration of a temporary and conditional ceasefire offers a momentary window of opportunity.",1
"""The Security Council strongly underscores to all the Ivorian parties their fundamental responsibility to respect the ceasefire,"" it said.",0
"But a handful of unarmed U.N. observers were in place to monitor the cease-fire, and for Kisangani, the worst appeared to be over.",0
"Bogota, Apr 2 (EFE).- The Colombian government announced Monday that an official will travel to Havana next week for talks that could lead to a cease-fire and release of hostages by the smaller of this Andean nation's two main leftist insurgencies.",0
"The United Nations would have difficulty in carrying out certain specific activities, including the sending of a protection and observation force to facilitate the implementation of the agreement without a ceasefire, the ambassador added.",0
"In 1984, Betancur signed a cease-fire with the FARC and M-19, which lasted for about a year, despite efforts by the armed forces to subvert it.",1
"Mediators have outlined steps that need to be taken to make the truce work, but the parties have not signed up because of the Uganda dispute.",0
"The report said an estimated 150 civilians had been killed and more than 1,000 wounded, despite repeated efforts by Annan and others to secure a cease-fire.",0
"Mutinous soldiers and presidential guard members agreed a ceasefire in the Central Africa Republic capital Bangui on Monday after two days of unrest in which at least seven people died, officials said.",1
"Rebels in the DRC, however, have given a cautious response to the reported cease-fire agreement, Radio Uganda reported Monday evening.",0
"Bogota, Jun 11 .- The National Liberation Army guerrilla group on Monday declared a new five-day cease-fire for Colombia's June 17 presidential runoff election"".",1
"ARS Chairman Sheikh Sharif Sheikh Ahmed, who is executive chief of the Islamic Courts, has welcomed the Djibouti Agreement and called on insurgent groups to abide by the ceasefire.",1
"In Ndjamena, Chad, the Niger government yesterday signed a cease-fire and peace accord with Toubou rebels of the Democratic Revival Front based in eastern Niger.",1
"The Farabundo Marti National Liberation Front announced the ceasefire, effective from midnight on Friday , during U.N.-sponsored peace talks in Mexico City"".",1
"Mr Machar's group has continuously demanded the UPDF withdraws as one of the conditions for observing a truce.",0
"""When a ceasefire or a peace agreement has been signed, the real job begins.""",0
"The SLM/A has accused the government of violating the ceasefire on many occasions, most recently claiming it launched an air strike against rebel bases in Darfur on Saturday, but has said it would respect the truce as long as talks continued.",0
"The truce will take effect 24 hours after the signing of a final overall accord, which both sides hope will be signed later this week.",1
"According to Zuma's office, the Palipehutu-FNL delegation ""expressed its readiness and commitment to negotiate a ceasefire agreement with the transitional government"", while the CNDD-FDD ""also emphasised its commitment to negotiations"".",0
"And then the next morning, by a coincidence, this was the morning - this was the countdown to the cease-fire, 10 minutes before the cease-fire, there was a boom and the rocket went off.",0
"Sayed, whose letter was circulated by Polisario's representative in New York, said Polisario was willing to cooperate with Baker's efforts ""aimed at breaking the peace plan's prolonged deadlock and converting the fragile ceasefire between the Sahrawi and Moroccan armies into a just and lasting peace.""",0
"Al-Shabwani's tribe members later agreed to a truce with the government in exchange for a full investigation into the incident and a trial for those responsible.",1
"Another diplomat said talks with Museveni and Kabila would centre on securing a ceasefire and would examine Zairean President Mobutu Sese Seko's position that he does not rule out talks with the rebels.",0
"Mr Taylor accused Ulimo last week of attacking NPFL positions in Gbarnga in breach of the ceasefire.",0
"Mandela was mandated by SADC to contact the Organization of African Unity and set up a mechanism for carrying out the cease-fire proposal.",0
"So far, the Government and the rebels have agreed only to accept Bishop Samuel Ruiz of San Cristobal as their mediator, and to observe a cease-fire in the fighting that has left more than 100 people dead"".",1
"Rawlings said one hopeful sign was that a ceasefire which took effect on December 28 appeared to be holding.",1
"UN and French forces yesterday targeted pro-Gbagbo forces and overnight a ceasefire was declared while the strongman's key advisers negotiated his exit"".",1
"Kategaya, who is here to participate in the 12th Non-Aligned Movement summit, told a press conference that his country fully supports cease-fire proposed by Mandela early this month.",0
"Charles Taylor's National Patriotic Front of Liberia said it would observe a unilateral ceasefire from midday on Tuesday, preempting a regionally-backed truce by 12 hours.",1
"The two sides are reported to have agreed to a cease-fire on Sunday, but its effectiveness was in doubt.",1
"Numerous attempts at brokering cease-fires behind the scenes have failed.",0
"IGAD is yet to deploy a protection force to oversee implementation of the ceasefire signed recently between the warring sides of President Salva Kiir and his former vice president Dr. Riek Machar.",1
"Colombia's largest rebel group, the Farc, has announced a 30-day ceasefire starting on 15 December"".",1
"The regional force has been mandated by the United Nations to monitor a ceasefire line, which for the moment excludes the far west.",0
"All parties signed a peace accord last year, but ceasefire violations have continued on all sides.",1
"The council called for a cease-fire and urged the two countries to withdraw their forces from the border, which overlooks key Red Sea shipping lanes.",0
"The rebels' ceasefire does not extend to government forces.",0
"Separatists indicate possible cease-fire MADRID (AP) -- The Basque separatist group ETA reportedly says that it is willing to declare a permanent cease-fire, verified by international observers, in a bid to settle the troubled region's long-running conflict with the Spanish government.",0
"a truce that will permit (a peace commission) to have contact with these sectors in order to seek their immediate reinsertion to civilian life,"" he told a news conference yesterday.",0
"We don't give out the exact number for security reasons, but there have been successive departures, authorized and ordered departures that have reduced them to a small number of people who are needed there to handle security, administration, but also the diplomacy of the situation to keep working the situation, try to get the ceasefire to hold, try to keep the parties on track.",0
"All parties to the conflict signed a renewed ceasefire agreement last week.",1
"U.N. officials have estimated that more than 10,000 troops would be needed, but the Security Council is adopting a gradual approach, watching to see if the ceasefire holds.",0
"It has in it an international arms embargo, meaning nobody could re-supply Hezbollah after the cease-fire is put in place.",0
"A ceasefire negotiated in Lusaka in July 1999 was violated by all parties and ultimately led to the armies' positions being frozen without an end to fighting.",0
"Both sides have repeatedly said they expect to agree a ceasefire by the end of this year.",0
"For that reason, Israel's Security Cabinet unanimously rejected a U.S. proposal for a ceasefire on Friday, though Israel agreed to a 12-hour pause for Saturday.",1
"Warring factions in the Republic of the Congo agreed yesterday to extend their truce for a further week""",1
"Pagan Amum, commerce secretary within the SPLA'S National Liberation Council, told a news conference the ceasefire applied to Bahr el Ghazal province and three other ""corridors of tranquility"" and had immediate effect.",0
"The last remaining rebel group in Burundi, the Hutu-led National Liberation Front, agreed to a cease-fire late Monday after talks in neighboring Tanzania, officials said.",1
"""We are ready today for a comprehensive and complete ceasefire, monitored by the international community,"" he said.",0
